"","LATITUDE","LONGITUDE","BRIGHTNESS","SCAN","TRACK","ACQ_DATE","ACQ_TIME","SATELLITE","INSTRUMENT","CONFIDENCE","VERSION","BRIGHT_T31","FRP","DAYNIGHT","TYPE","X","Y","Date"
"4908",33.71487,-117.71111,320.62,0.43,0.38,"11/1/2015 0:00:00",953,"N","VIIRS","n","2",287.57,1.92,"N",0,-117.71109794,33.7148651,2015-11-01
"4909",30.34015,-97.61961,296.47,0.41,0.45,"11/2/2015 0:00:00",754,"N","VIIRS","n","2",286.05,0.39,"N",0,-97.61960242,30.34014472,2015-11-02
"4910",34.29195,-118.80067,302.76,0.44,0.38,"11/2/2015 0:00:00",934,"N","VIIRS","n","2",283.94,0.56,"N",0,-118.80065771,34.2919451,2015-11-02
"4911",33.71559,-117.70875,314.08,0.4,0.37,"11/2/2015 0:00:00",934,"N","VIIRS","n","2",286.14,0.73,"N",0,-117.70873794,33.7155851,2015-11-02
"4912",33.71456,-117.71355,298.41,0.42,0.45,"11/3/2015 0:00:00",915,"N","VIIRS","n","2",283.2,0.63,"N",0,-117.71353794,33.7145551,2015-11-03
"4913",33.71409,-117.70879,295.89,0.42,0.45,"11/3/2015 0:00:00",915,"N","VIIRS","n","2",283.55,0.63,"N",0,-117.70877794,33.7140851,2015-11-03
"4914",31.96539,-106.58643,305.05,0.53,0.42,"11/3/2015 0:00:00",915,"N","VIIRS","n","2",283.25,1.68,"N",0,-106.58642023,31.96538479,2015-11-03
"4915",33.71375,-117.71223,298.82,0.39,0.59,"11/4/2015 0:00:00",856,"N","VIIRS","n","2",280.25,0.54,"N",0,-117.71221794,33.7137451,2015-11-04
"4916",33.71447,-117.71186,295.47,0.52,0.67,"11/4/2015 0:00:00",1037,"N","VIIRS","n","2",279.7,0.65,"N",0,-117.71184794,33.7144651,2015-11-04
"4917",33.71546,-117.71333,298.02,0.58,0.52,"11/5/2015 0:00:00",1018,"N","VIIRS","n","2",280.86,0.85,"N",0,-117.71331794,33.7154551,2015-11-05
"4918",34.29165,-118.80099,300.01,0.44,0.38,"11/6/2015 0:00:00",959,"N","VIIRS","n","2",282.91,0.84,"N",0,-118.80097771,34.2916451,2015-11-06
"4919",33.71568,-117.70854,310.3,0.49,0.41,"11/6/2015 0:00:00",959,"N","VIIRS","n","2",282.97,0.69,"N",0,-117.70852794,33.7156751,2015-11-06
"4920",33.71635,-117.70892,304.35,0.38,0.36,"11/7/2015 0:00:00",940,"N","VIIRS","n","2",287.1,0.96,"N",2,-117.70890794,33.7163451,2015-11-07
"4921",34.29161,-118.80256,304.51,0.4,0.37,"11/7/2015 0:00:00",940,"N","VIIRS","n","2",286.24,0.86,"N",0,-118.80254771,34.2916051,2015-11-07
"4922",33.71726,-117.71078,306.55,0.52,0.42,"11/8/2015 0:00:00",921,"N","VIIRS","n","2",283.09,1.24,"N",2,-117.71076794,33.7172551,2015-11-08
"4923",33.71587,-117.71302,311.92,0.52,0.42,"11/8/2015 0:00:00",921,"N","VIIRS","n","2",283.37,1.56,"N",0,-117.71300794,33.7158651,2015-11-08
"4924",31.96539,-106.58538,312.59,0.43,0.38,"11/10/2015 0:00:00",844,"N","VIIRS","n","2",283.05,1.59,"N",0,-106.58537023,31.96538479,2015-11-10
"4925",34.29134,-118.80389,298.69,0.51,0.41,"11/11/2015 0:00:00",1005,"N","VIIRS","n","2",280.99,0.59,"N",2,-118.80387771,34.2913351,2015-11-11
"4926",33.71614,-117.71224,312.36,0.39,0.44,"11/11/2015 0:00:00",1005,"N","VIIRS","n","2",280.51,1.31,"N",0,-117.71222794,33.7161351,2015-11-11
"4927",30.33998,-97.6191,296.85,0.44,0.38,"11/12/2015 0:00:00",806,"N","VIIRS","n","2",281.5,0.65,"N",0,-97.61909242,30.33997472,2015-11-12
"4928",33.71584,-117.70918,318.83,0.39,0.36,"11/12/2015 0:00:00",947,"N","VIIRS","n","2",280.69,0.74,"N",2,-117.70916794,33.7158351,2015-11-12
"4929",34.29193,-118.80375,302.79,0.5,0.41,"11/13/2015 0:00:00",928,"N","VIIRS","n","2",287.17,0.55,"N",0,-118.80373771,34.2919251,2015-11-13
"4930",33.71565,-117.70944,319.93,0.45,0.39,"11/13/2015 0:00:00",928,"N","VIIRS","n","2",285.94,1.83,"N",0,-117.70942794,33.7156451,2015-11-13
"4931",33.71756,-117.71198,313.31,0.45,0.39,"11/13/2015 0:00:00",928,"N","VIIRS","n","2",287,1.49,"N",2,-117.71196794,33.7175551,2015-11-13
"4932",33.7154,-117.70852,298.28,0.51,0.5,"11/14/2015 0:00:00",909,"N","VIIRS","n","2",283.26,1.34,"N",0,-117.70850794,33.7153951,2015-11-14
"4933",34.29063,-118.7998,295.72,0.4,0.37,"11/17/2015 0:00:00",953,"N","VIIRS","n","2",276.14,0.19,"N",2,-118.79978771,34.2906251,2015-11-17
"4934",33.71614,-117.71048,322.06,0.43,0.38,"11/17/2015 0:00:00",953,"N","VIIRS","n","2",282.59,1.84,"N",2,-117.71046794,33.7161351,2015-11-17
"4935",34.29271,-118.80274,298.18,0.44,0.38,"11/18/2015 0:00:00",934,"N","VIIRS","n","2",283,0.55,"N",0,-118.80272771,34.2927051,2015-11-18
"4936",33.71675,-117.7126,310.64,0.4,0.37,"11/18/2015 0:00:00",934,"N","VIIRS","n","2",281.21,1.52,"N",0,-117.71258794,33.7167451,2015-11-18
"4937",34.29046,-118.8043,299.27,0.49,0.48,"11/19/2015 0:00:00",915,"N","VIIRS","n","2",288.09,0.77,"N",2,-118.80428771,34.2904551,2015-11-19
"4938",33.71669,-117.71156,310.84,0.42,0.45,"11/19/2015 0:00:00",915,"N","VIIRS","n","2",284.45,1.04,"N",2,-117.71154794,33.7166851,2015-11-19
"4939",33.71455,-117.71101,305.61,0.39,0.59,"11/20/2015 0:00:00",856,"N","VIIRS","n","2",284.94,0.64,"N",0,-117.71099794,33.7145451,2015-11-20
"4940",30.34075,-97.61873,295.33,0.32,0.55,"11/20/2015 0:00:00",856,"N","VIIRS","n","2",283.18,0.33,"N",0,-97.61872242,30.34074472,2015-11-20
"4941",33.71764,-117.70807,296.78,0.53,0.67,"11/20/2015 0:00:00",1037,"N","VIIRS","n","2",285.31,0.75,"N",2,-117.70805794,33.7176351,2015-11-20
"4942",33.71498,-117.71167,307.67,0.58,0.52,"11/21/2015 0:00:00",1018,"N","VIIRS","n","2",291.95,1.48,"N",0,-117.71165794,33.7149751,2015-11-21
"4943",34.29211,-118.80067,304.08,0.44,0.38,"11/22/2015 0:00:00",959,"N","VIIRS","n","2",288.61,0.6,"N",0,-118.80065771,34.2921051,2015-11-22
"4944",33.71518,-117.71018,314.31,0.5,0.41,"11/22/2015 0:00:00",959,"N","VIIRS","n","2",290.48,1.22,"N",0,-117.71016794,33.7151751,2015-11-22
"4945",33.71556,-117.71082,312.6,0.38,0.36,"11/23/2015 0:00:00",940,"N","VIIRS","n","2",286.16,0.96,"N",0,-117.71080794,33.7155551,2015-11-23
"4946",33.71413,-117.71056,306.34,0.52,0.42,"11/24/2015 0:00:00",921,"N","VIIRS","n","2",282.61,1.35,"N",0,-117.71054794,33.7141251,2015-11-24
"4947",33.71582,-117.70914,312.94,0.52,0.42,"11/24/2015 0:00:00",921,"N","VIIRS","n","2",282.84,0.84,"N",0,-117.70912794,33.7158151,2015-11-24
"4948",33.71382,-117.71169,296.64,0.35,0.57,"11/26/2015 0:00:00",1024,"N","VIIRS","n","2",278.18,0.52,"N",0,-117.71167794,33.7138151,2015-11-26
"4949",33.71592,-117.71039,306.07,0.39,0.44,"11/27/2015 0:00:00",1005,"N","VIIRS","n","2",277.83,0.93,"N",2,-117.71037794,33.7159151,2015-11-27
"4950",33.71696,-117.7095,305.18,0.39,0.36,"11/28/2015 0:00:00",946,"N","VIIRS","n","2",278.85,1.07,"N",2,-117.70948794,33.7169551,2015-11-28
"4951",33.71733,-117.70904,327.4,0.43,0.38,"11/28/2015 0:00:00",2105,"N","VIIRS","n","2",295.21,1.85,"D",2,-117.70902794,33.7173251,2015-11-28
"4952",33.71543,-117.70976,305.24,0.51,0.49,"11/30/2015 0:00:00",909,"N","VIIRS","n","2",279.97,0.52,"N",0,-117.70974794,33.7154251,2015-11-30
"4953",33.71511,-117.71272,297.71,0.48,0.65,"12/1/2015 0:00:00",850,"N","VIIRS","n","2",277.76,0.61,"N",2,-117.71270794,33.7151051,2015-12-01
"4954",33.71464,-117.71084,297.27,0.43,0.62,"12/1/2015 0:00:00",1030,"N","VIIRS","n","2",278.12,0.58,"N",0,-117.71082794,33.7146351,2015-12-01
"4955",33.7143,-117.70863,304,0.48,0.48,"12/2/2015 0:00:00",1011,"N","VIIRS","n","2",279.85,0.52,"N",0,-117.70861794,33.7142951,2015-12-02
"4956",33.71513,-117.70999,304.62,0.48,0.48,"12/2/2015 0:00:00",1012,"N","VIIRS","n","2",280.38,1.25,"N",0,-117.70997794,33.7151251,2015-12-02
"4957",30.3411,-97.61864,297.64,0.39,0.37,"12/3/2015 0:00:00",812,"N","VIIRS","n","2",277.28,0.58,"N",0,-97.61863242,30.34109472,2015-12-03
"4958",33.7148,-117.71246,318.99,0.43,0.38,"12/3/2015 0:00:00",953,"N","VIIRS","n","2",283.21,1.81,"N",2,-117.71244794,33.7147951,2015-12-03
"4959",33.71507,-117.71018,315.78,0.43,0.38,"12/3/2015 0:00:00",953,"N","VIIRS","n","2",283.4,1.81,"N",0,-117.71016794,33.7150651,2015-12-03
"4960",34.29179,-118.79949,300.25,0.4,0.37,"12/3/2015 0:00:00",953,"N","VIIRS","n","2",284.53,0.49,"N",2,-118.79947771,34.2917851,2015-12-03
"4961",34.291,-118.80166,295.67,0.43,0.38,"12/4/2015 0:00:00",934,"N","VIIRS","n","2",272.85,0.44,"N",2,-118.80164771,34.2909951,2015-12-04
"4962",33.71708,-117.71256,306.14,0.4,0.37,"12/4/2015 0:00:00",934,"N","VIIRS","n","2",280.86,1.56,"N",2,-117.71254794,33.7170751,2015-12-04
"4963",33.7149,-117.71357,296,0.42,0.45,"12/5/2015 0:00:00",915,"N","VIIRS","n","2",279.62,0.79,"N",2,-117.71355794,33.7148951,2015-12-05
"4964",33.71442,-117.70883,297.49,0.42,0.45,"12/5/2015 0:00:00",915,"N","VIIRS","n","2",279.88,0.61,"N",0,-117.70881794,33.7144151,2015-12-05
"4965",33.71516,-117.70882,300.18,0.58,0.52,"12/7/2015 0:00:00",1018,"N","VIIRS","n","2",277.64,0.8,"N",0,-117.70880794,33.7151551,2015-12-07
"4966",30.34072,-97.61915,298.72,0.38,0.36,"12/8/2015 0:00:00",819,"N","VIIRS","n","2",279.92,0.44,"N",0,-97.61914242,30.34071472,2015-12-08
"4967",34.29309,-118.80326,296.03,0.44,0.38,"12/8/2015 0:00:00",959,"N","VIIRS","n","2",284.37,0.17,"N",0,-118.80324771,34.2930851,2015-12-08
"4968",33.71458,-117.71198,295.3,0.38,0.36,"12/9/2015 0:00:00",940,"N","VIIRS","n","2",270.81,0.41,"N",0,-117.71196794,33.7145751,2015-12-09
"4969",33.71597,-117.71087,306.25,0.52,0.42,"12/10/2015 0:00:00",921,"N","VIIRS","n","2",274.45,1.1,"N",2,-117.71085794,33.7159651,2015-12-10
"4970",33.71457,-117.71018,301.6,0.36,0.57,"12/12/2015 0:00:00",1024,"N","VIIRS","n","2",276.44,0.44,"N",0,-117.71016794,33.7145651,2015-12-12
"4971",33.71549,-117.71107,309.43,0.39,0.44,"12/13/2015 0:00:00",1005,"N","VIIRS","n","2",279.61,1.13,"N",0,-117.71105794,33.7154851,2015-12-13
"4972",30.33983,-97.61819,298.23,0.43,0.38,"12/14/2015 0:00:00",806,"N","VIIRS","n","2",280.79,0.56,"N",0,-97.61818242,30.33982472,2015-12-14
"4973",30.34025,-97.62125,296.18,0.43,0.38,"12/14/2015 0:00:00",806,"N","VIIRS","n","2",279.48,0.57,"N",0,-97.62124242,30.34024472,2015-12-14
"4974",33.71562,-117.70909,319.02,0.39,0.37,"12/14/2015 0:00:00",946,"N","VIIRS","n","2",279.02,0.91,"N",0,-117.70907794,33.7156151,2015-12-14
"4975",33.71561,-117.70954,316.27,0.45,0.39,"12/15/2015 0:00:00",927,"N","VIIRS","n","2",275.21,0.83,"N",0,-117.70952794,33.7156051,2015-12-15
"4976",33.71467,-117.70944,307.58,0.48,0.48,"12/18/2015 0:00:00",1011,"N","VIIRS","n","2",278.81,1.24,"N",0,-117.70942794,33.7146651,2015-12-18
"4977",34.29163,-118.80285,302.85,0.4,0.37,"12/19/2015 0:00:00",952,"N","VIIRS","n","2",276.2,0.42,"N",0,-118.80283771,34.2916251,2015-12-19
"4978",33.71669,-117.71122,313.58,0.43,0.38,"12/19/2015 0:00:00",953,"N","VIIRS","n","2",279.68,1.89,"N",2,-117.71120794,33.7166851,2015-12-19
"4979",34.29024,-118.80347,298.35,0.43,0.38,"12/20/2015 0:00:00",934,"N","VIIRS","n","2",278.74,0.56,"N",2,-118.80345771,34.2902351,2015-12-20
"4980",33.71607,-117.71137,314.52,0.4,0.37,"12/20/2015 0:00:00",934,"N","VIIRS","n","2",280.03,1.6,"N",2,-117.71135794,33.7160651,2015-12-20
"4981",33.71468,-117.71018,309.26,0.42,0.45,"12/21/2015 0:00:00",915,"N","VIIRS","n","2",276.93,1.19,"N",0,-117.71016794,33.7146751,2015-12-21
"4982",31.96528,-106.58567,317.75,0.38,0.36,"12/22/2015 0:00:00",856,"N","VIIRS","n","2",275.62,1.26,"N",0,-106.58566023,31.96527479,2015-12-22
"4983",30.34146,-97.61761,299.25,0.38,0.36,"12/24/2015 0:00:00",818,"N","VIIRS","n","2",284.2,0.2,"N",0,-97.61760242,30.34145472,2015-12-24
"4984",34.29156,-118.80119,297.6,0.44,0.39,"12/24/2015 0:00:00",959,"N","VIIRS","n","2",276.2,0.68,"N",2,-118.80117771,34.2915551,2015-12-24
"4985",33.7154,-117.7125,313.33,0.5,0.41,"12/24/2015 0:00:00",959,"N","VIIRS","n","2",280.69,1.56,"N",2,-117.71248794,33.7153951,2015-12-24
"4986",34.29235,-118.80048,298.93,0.4,0.37,"12/25/2015 0:00:00",940,"N","VIIRS","n","2",275.21,0.69,"N",2,-118.80046771,34.2923451,2015-12-25
"4987",33.71608,-117.70895,296.98,0.38,0.36,"12/25/2015 0:00:00",940,"N","VIIRS","n","2",272.22,0.73,"N",2,-117.70893794,33.7160751,2015-12-25
"4988",34.29078,-118.80318,296.02,0.4,0.44,"12/26/2015 0:00:00",921,"N","VIIRS","n","2",276.05,0.53,"N",2,-118.80316771,34.2907751,2015-12-26
"4989",33.71738,-117.71233,303.12,0.52,0.42,"12/26/2015 0:00:00",921,"N","VIIRS","n","2",278.13,1.25,"N",2,-117.71231794,33.7173751,2015-12-26
"4990",33.71506,-117.70982,299.6,0.63,0.54,"12/27/2015 0:00:00",902,"N","VIIRS","n","2",278.17,0.89,"N",0,-117.70980794,33.7150551,2015-12-27
"4991",33.71634,-117.70835,295.09,0.63,0.54,"12/27/2015 0:00:00",902,"N","VIIRS","n","2",277.93,0.23,"N",2,-117.70833794,33.7163351,2015-12-27
"4992",33.71795,-117.70927,296.61,0.36,0.57,"12/28/2015 0:00:00",1024,"N","VIIRS","n","2",275.05,0.51,"N",2,-117.70925794,33.7179451,2015-12-28
"4993",33.71499,-117.71177,312.5,0.39,0.44,"12/29/2015 0:00:00",1005,"N","VIIRS","n","2",275.14,1.14,"N",0,-117.71175794,33.7149851,2015-12-29
"4994",33.71476,-117.71146,312.27,0.39,0.37,"12/30/2015 0:00:00",946,"N","VIIRS","n","2",277,1.38,"N",0,-117.71144794,33.7147551,2015-12-30
"4995",34.29286,-118.80389,296.69,0.5,0.41,"12/31/2015 0:00:00",927,"N","VIIRS","n","2",278.16,0.53,"N",0,-118.80387771,34.2928551,2015-12-31
"4996",33.71787,-117.70998,297.71,0.45,0.39,"12/31/2015 0:00:00",927,"N","VIIRS","n","2",276.49,0.7,"N",2,-117.70996794,33.7178651,2015-12-31
"4997",33.71432,-117.71072,303.86,0.45,0.39,"12/31/2015 0:00:00",927,"N","VIIRS","n","2",276.39,1.09,"N",0,-117.71070794,33.7143151,2015-12-31
"4998",33.71758,-117.70982,299.71,0.51,0.49,"1/1/2016 0:00:00",908,"N","VIIRS","n","2",279.44,0.45,"N",2,-117.70980794,33.7175751,2016-01-01
"4999",33.71482,-117.71004,300.04,0.43,0.62,"1/2/2016 0:00:00",1030,"N","VIIRS","n","2",276.02,0.44,"N",0,-117.71002794,33.7148151,2016-01-02
"5000",33.71468,-117.71234,301.14,0.58,0.52,"1/8/2016 0:00:00",1017,"N","VIIRS","n","2",276.72,1.15,"N",0,-117.71232794,33.7146751,2016-01-08
"5001",30.3404,-97.61839,296.36,0.38,0.36,"1/9/2016 0:00:00",818,"N","VIIRS","n","2",281.13,0.51,"N",0,-97.61838242,30.34039472,2016-01-09
"5002",34.29155,-118.80083,297.51,0.44,0.38,"1/9/2016 0:00:00",958,"N","VIIRS","n","2",275.12,0.7,"N",2,-118.80081771,34.2915451,2016-01-09
"5003",33.7151,-117.70982,307.01,0.5,0.41,"1/9/2016 0:00:00",959,"N","VIIRS","n","2",277.43,1.49,"N",0,-117.70980794,33.7150951,2016-01-09
"5004",33.71659,-117.71117,296.36,0.63,0.54,"1/12/2016 0:00:00",902,"N","VIIRS","n","2",280.69,0.48,"N",2,-117.71115794,33.7165851,2016-01-12
"5005",31.96562,-106.58619,300.25,0.4,0.37,"1/12/2016 0:00:00",902,"N","VIIRS","n","2",270.91,1.32,"N",0,-106.58618023,31.96561479,2016-01-12
"5006",31.96607,-106.58656,295.46,0.43,0.38,"1/13/2016 0:00:00",843,"N","VIIRS","n","2",271.09,1.07,"N",0,-106.58655023,31.96606479,2016-01-13
"5007",30.34104,-97.61732,300.12,0.4,0.37,"1/14/2016 0:00:00",824,"N","VIIRS","n","2",280.84,0.54,"N",0,-97.61731242,30.34103472,2016-01-14
"5008",33.71624,-117.71051,309.47,0.39,0.44,"1/14/2016 0:00:00",1005,"N","VIIRS","n","2",280.56,1.16,"N",2,-117.71049794,33.7162351,2016-01-14
"5009",30.34025,-97.61832,298.15,0.44,0.38,"1/15/2016 0:00:00",806,"N","VIIRS","n","2",283.35,0.58,"N",0,-97.61831242,30.34024472,2016-01-15
"5010",33.71424,-117.70935,315.92,0.39,0.36,"1/15/2016 0:00:00",946,"N","VIIRS","n","2",281.1,1.23,"N",0,-117.70933794,33.7142351,2016-01-15
"5011",33.71559,-117.71271,316.1,0.45,0.39,"1/16/2016 0:00:00",927,"N","VIIRS","n","2",279.54,1.73,"N",0,-117.71269794,33.7155851,2016-01-16
"5012",33.71657,-117.70958,309.83,0.45,0.39,"1/16/2016 0:00:00",927,"N","VIIRS","n","2",279.78,1.35,"N",2,-117.70956794,33.7165651,2016-01-16
"5013",33.71495,-117.71047,326.57,0.41,0.37,"1/16/2016 0:00:00",2046,"N","VIIRS","n","2",292.31,1.94,"D",0,-117.71045794,33.7149451,2016-01-16
"5014",33.71546,-117.70947,325.04,0.41,0.37,"1/16/2016 0:00:00",2046,"N","VIIRS","n","2",291.93,2.04,"D",0,-117.70945794,33.7154551,2016-01-16
"5015",33.71437,-117.71309,306.33,0.51,0.5,"1/17/2016 0:00:00",908,"N","VIIRS","n","2",281.94,0.93,"N",0,-117.71307794,33.7143651,2016-01-17
"5016",33.71776,-117.71055,299.31,0.43,0.38,"1/20/2016 0:00:00",952,"N","VIIRS","n","2",284.04,0.9,"N",2,-117.71053794,33.7177551,2016-01-20
"5017",33.71429,-117.71139,306.93,0.43,0.38,"1/20/2016 0:00:00",952,"N","VIIRS","n","2",283.79,0.9,"N",0,-117.71137794,33.7142851,2016-01-20
"5018",34.29101,-118.80053,300.43,0.44,0.38,"1/21/2016 0:00:00",933,"N","VIIRS","n","2",280.17,0.46,"N",2,-118.80051771,34.2910051,2016-01-21
"5019",33.71449,-117.71203,315.43,0.4,0.37,"1/21/2016 0:00:00",933,"N","VIIRS","n","2",282.16,1.84,"N",0,-117.71201794,33.7144851,2016-01-21
"5020",33.7143,-117.71077,298.5,0.42,0.45,"1/22/2016 0:00:00",914,"N","VIIRS","n","2",277.22,0.61,"N",0,-117.71075794,33.7142951,2016-01-22
"5021",34.29089,-118.8004,304.24,0.4,0.37,"1/26/2016 0:00:00",939,"N","VIIRS","n","2",281.96,0.6,"N",2,-118.80038771,34.2908851,2016-01-26
"5022",33.71587,-117.71265,301.4,0.38,0.36,"1/26/2016 0:00:00",939,"N","VIIRS","n","2",283.92,0.78,"N",2,-117.71263794,33.7158651,2016-01-26
"5023",34.29224,-118.80193,297.51,0.4,0.44,"1/27/2016 0:00:00",920,"N","VIIRS","n","2",283.72,0.67,"N",2,-118.80191771,34.2922351,2016-01-27
"5024",33.71553,-117.71021,304.44,0.52,0.42,"1/27/2016 0:00:00",921,"N","VIIRS","n","2",283.61,1.61,"N",0,-117.71019794,33.7155251,2016-01-27
"5025",31.96577,-106.58633,301.76,0.43,0.38,"1/29/2016 0:00:00",843,"N","VIIRS","n","2",273.94,1.02,"N",0,-106.58632023,31.96576479,2016-01-29
"5026",33.71743,-117.71208,297.67,0.39,0.44,"1/30/2016 0:00:00",1004,"N","VIIRS","n","2",281.95,0.87,"N",2,-117.71206794,33.7174251,2016-01-30
"5027",33.71659,-117.70801,295.46,0.39,0.44,"1/30/2016 0:00:00",1004,"N","VIIRS","n","2",281.89,0.57,"N",2,-117.70799794,33.7165851,2016-01-30
"5028",34.29116,-118.80171,296.67,0.38,0.36,"1/31/2016 0:00:00",946,"N","VIIRS","n","2",279.42,0.43,"N",2,-118.80169771,34.2911551,2016-01-31
"5029",33.7141,-117.71004,300.41,0.45,0.39,"2/1/2016 0:00:00",927,"N","VIIRS","n","2",277,0.73,"N",0,-117.71002794,33.7140951,2016-02-01
"5030",33.71617,-117.71137,310.59,0.45,0.39,"2/1/2016 0:00:00",927,"N","VIIRS","n","2",277.1,1.46,"N",2,-117.71135794,33.7161651,2016-02-01
"5031",33.71766,-117.7093,299.02,0.45,0.39,"2/1/2016 0:00:00",927,"N","VIIRS","n","2",276.55,0.48,"N",2,-117.70928794,33.7176551,2016-02-01
"5032",33.7175,-117.713,295.04,0.51,0.5,"2/2/2016 0:00:00",908,"N","VIIRS","n","2",274.8,0.8,"N",2,-117.71298794,33.7174951,2016-02-02
"5033",31.96491,-106.58485,305.47,0.45,0.39,"2/2/2016 0:00:00",908,"N","VIIRS","n","2",272.48,1.63,"N",0,-106.58484023,31.96490479,2016-02-02
"5034",34.29244,-118.80211,296.53,0.4,0.45,"2/4/2016 0:00:00",1011,"N","VIIRS","n","2",275.66,0.34,"N",2,-118.80209771,34.2924351,2016-02-04
"5035",33.71603,-117.70876,302.39,0.47,0.48,"2/4/2016 0:00:00",1011,"N","VIIRS","n","2",274.5,0.97,"N",2,-117.70874794,33.7160251,2016-02-04
"5036",34.29352,-118.80173,295.32,0.4,0.37,"2/5/2016 0:00:00",952,"N","VIIRS","n","2",282.24,0.32,"N",2,-118.80171771,34.2935151,2016-02-05
"5037",33.7155,-117.7123,311.19,0.43,0.38,"2/5/2016 0:00:00",952,"N","VIIRS","n","2",285.03,1.11,"N",2,-117.71228794,33.7154951,2016-02-05
"5038",34.29282,-118.80027,297.41,0.44,0.38,"2/6/2016 0:00:00",933,"N","VIIRS","n","2",283.84,0.38,"N",2,-118.80025771,34.2928151,2016-02-06
"5039",33.71451,-117.70979,315.93,0.4,0.37,"2/6/2016 0:00:00",933,"N","VIIRS","n","2",285.69,1.54,"N",0,-117.70977794,33.7145051,2016-02-06
"5040",34.2906,-118.80069,298.96,0.49,0.49,"2/7/2016 0:00:00",914,"N","VIIRS","n","2",286.08,0.56,"N",2,-118.80067771,34.2905951,2016-02-07
"5041",33.7155,-117.70857,301.65,0.42,0.45,"2/7/2016 0:00:00",914,"N","VIIRS","n","2",287.51,1.14,"N",0,-117.70855794,33.7154951,2016-02-07
"5042",33.71838,-117.71091,302.02,0.39,0.6,"2/8/2016 0:00:00",855,"N","VIIRS","n","2",289.62,0.39,"N",2,-117.71089794,33.7183751,2016-02-08
"5043",34.29148,-118.80223,302.46,0.44,0.38,"2/10/2016 0:00:00",958,"N","VIIRS","n","2",286.96,0.6,"N",0,-118.80221771,34.2914751,2016-02-10
"5044",33.71745,-117.71239,305.38,0.49,0.41,"2/10/2016 0:00:00",958,"N","VIIRS","n","2",286.04,0.67,"N",2,-117.71237794,33.7174451,2016-02-10
"5045",34.29208,-118.80093,302.84,0.4,0.37,"2/11/2016 0:00:00",939,"N","VIIRS","n","2",284.89,0.66,"N",2,-118.80091771,34.2920751,2016-02-11
"5046",33.71568,-117.71316,298.99,0.38,0.36,"2/11/2016 0:00:00",939,"N","VIIRS","n","2",286.54,0.45,"N",2,-117.71314794,33.7156751,2016-02-11
"5047",33.71505,-117.70904,299.38,0.38,0.36,"2/11/2016 0:00:00",939,"N","VIIRS","n","2",286.02,0.45,"N",0,-117.70902794,33.7150451,2016-02-11
"5048",33.71634,-117.70935,309.18,0.53,0.42,"2/12/2016 0:00:00",920,"N","VIIRS","n","2",285.74,0.62,"N",2,-117.70933794,33.7163351,2016-02-12
"5049",33.71459,-117.71322,301.76,0.32,0.54,"2/13/2016 0:00:00",901,"N","VIIRS","n","2",284.23,0.69,"N",2,-117.71320794,33.7145851,2016-02-13
"5050",33.71772,-117.7094,298.36,0.35,0.57,"2/14/2016 0:00:00",1023,"N","VIIRS","n","2",283.33,0.2,"N",2,-117.70938794,33.7177151,2016-02-14
"5051",33.71502,-117.70925,311.55,0.39,0.44,"2/15/2016 0:00:00",1004,"N","VIIRS","n","2",290.38,0.61,"N",0,-117.70923794,33.7150151,2016-02-15
"5052",30.33961,-97.61827,300.09,0.44,0.38,"2/16/2016 0:00:00",805,"N","VIIRS","n","2",281.52,0.77,"N",0,-97.61826242,30.33960472,2016-02-16
"5053",34.29209,-118.80233,300.83,0.38,0.36,"2/16/2016 0:00:00",945,"N","VIIRS","n","2",290.25,0.67,"N",0,-118.80231771,34.2920851,2016-02-16
"5054",33.7174,-117.70901,304.29,0.39,0.36,"2/16/2016 0:00:00",945,"N","VIIRS","n","2",290.27,0.5,"N",2,-117.70899794,33.7173951,2016-02-16
"5055",34.29173,-118.80039,299.02,0.51,0.41,"2/17/2016 0:00:00",926,"N","VIIRS","n","2",284.1,0.58,"N",2,-118.80037771,34.2917251,2016-02-17
"5056",33.71743,-117.71129,304.74,0.45,0.39,"2/17/2016 0:00:00",926,"N","VIIRS","n","2",286.11,1.19,"N",2,-117.71127794,33.7174251,2016-02-17
"5057",31.96461,-106.58497,314.27,0.45,0.39,"2/18/2016 0:00:00",908,"N","VIIRS","n","2",282.07,1.82,"N",0,-106.58496023,31.96460479,2016-02-18
"5058",34.29168,-118.79975,295.15,0.4,0.44,"2/20/2016 0:00:00",1010,"N","VIIRS","n","2",279.19,0.51,"N",2,-118.79973771,34.2916751,2016-02-20
"5059",33.71382,-117.70946,305.3,0.47,0.48,"2/20/2016 0:00:00",1010,"N","VIIRS","n","2",279.25,1.06,"N",0,-117.70944794,33.7138151,2016-02-20
"5060",33.71393,-117.71101,301.65,0.47,0.48,"2/20/2016 0:00:00",1010,"N","VIIRS","n","2",278.79,0.98,"N",0,-117.71099794,33.7139251,2016-02-20
"5061",33.71457,-117.71252,318.53,0.43,0.38,"2/21/2016 0:00:00",952,"N","VIIRS","n","2",281.9,1.49,"N",2,-117.71250794,33.7145651,2016-02-21
"5062",34.29137,-118.80344,303.33,0.44,0.38,"2/22/2016 0:00:00",933,"N","VIIRS","n","2",281.65,0.82,"N",0,-118.80342771,34.2913651,2016-02-22
